review,sentiment
"Being a big fan of the romantic comedy genre, and therefore having seen a large number of these films, it is rare that one strikes me as totally unique. For that matter, it is equally rare that I am gasping for breath through the laughter during several scenes. The love story is a little thin on the ground, but I'd say that's probably for the best, as this romantic comedy has the emphasis firmly on ""comedy"", and in any case it stretches the bounds of credibility just a little more than I like most rom com's to do. The four scientists provided some of the funniest moments not just in this film, but in any film I've seen in a long while. I hesitated for the briefest of moments before finally choosing a ""10"" over a ""9"" as a rating, as I believe that far too many people use it indiscriminately, and therefore the maximum rating loses some of its impact. I'm also a big Meg Ryan fan, which helps, but this is one of the few films I've seen in which I'd say she is comprehensively overshadowed. She and Tim Robbins are cast as the leads, but for me play second fiddle to the antics of the bumbling intellectuals. A genuine laugh-out-loud type film.",positive
"I saw Borderline several years ago on AMC. I've been looking for it ever since. It was haunting: visual, textural, sensual. This movie took me somewhere like a dream and I didn't care where. I will never forget the curtain blowing in the breeze. I still remember the way it made me tilt my head. I remember my facial expression when I saw it. I didn't know what had happened when the movie was over, but I find life is that way. It didn't bother me. The unfairness of the ultimate rejection of an innocent character strikes me as sadly real. I loved the faces, the way the camera dwelt upon them. The camera gazed at the set with the unfocused eyes of a daydreamer. Borderline was real to me in a way movies aren't. It was exactly the lack of explanation, color, sharpness that made it enter my consciousness like a thief in the night. I love this movie. Someday I will own it.",positive
"Stay Alive has a very similar story to some Asian horror films which include technology on the story.Some of this Asian horror films are One Missed Call,Ringu and Pulse.So,the idea of Stay Alive is very clichéd and obvious but the filmmakers behind it did not know how to put something new or interesting to the clichés in Stay Alive.This film is totally crap.But a very big crap.All the elements of Stay Alive belong to the worst class of ''horror'' films:shallow characters,nothing of suspense,stupid ''horror'' which makes laugh and light violence.It's easy to note that the ''director'' is incapable to create something original or disturbing.I do not wanna loose more time writing about this pathetic film.I just give you an advice:do not see this film.I really hated it.",negative
"I know that so many reviews on IMDb are extreme, with reviewers either praising a film to the hilt or inarticulately tearing it to pieces. I find neither of these kind of reviews helpful, and so I do not give this film the awful review I am about to, lightly. The film is art-house science-fiction of the worst kind dressed up as a Hollywood blockbuster. The trailers draw you in by showing you what appears to be a cohesive plot, but is actually just a tiny part of a wilfully baffling series of events which are never properly resolved. I like films which challenge the viewer and I do not need to be spoon-fed a plot, and so my complaint against this film is not that it is too highbrow. No - the film is just terrible. As the credits roll you will feel genuine anger at having wasted your time on Cameron Diaz's wooden acting and a faltering plot-line. Avoid.",negative
"A tight-knit musical family, cranky-benevolent father and four vivacious adolescent daughters, is up-rooted by, first, the appearance of Felix, a dashing young composer, and, secondly and most profoundly, Mickey, his insolently attractive orchestrator friend.<br /><br />It takes a while for Michael Curtiz to get this piece of Americana floating. The first part looks almost like a paraphrasing of a cereal commercial, not without a certain quaint, highly bourgeois charm, and then John Garfield enters the scene as the doomed Mickey, making his first appearance in motion pictures, with mussed-up black curls, sleepy, hung-over eyes, rude and disheveled, the absolute opposite to Jeffrey Lynn's smoothly persuasive, madly charming Felix. Garfield is in complete, and DIRELY needed, counterpoint to the rest of the household (""Nothing I would do would surprise me"", he muses), and suddenly the movie becomes interesting, although I agree with critics that find the plot-turns insufficiently motivated.<br /><br />The four sisters are rather blandly played and seriously underwritten, but Claude Rains as the pater familias has his moments.<br /><br />Watch it for Garfield, though, he is the only really lasting thing about it.",positive
"Despite the title and unlike some other stories about love and war, this film isn't too sticky and pink, because love is as a rose: With thorns, that is. The four leading actors set their characters realistic and with a good sense and balance between the tragic and the down-to-earth. <br /><br />The music and lyrics of the cabaret/chanson-esquire songs (sung b Keira Knightley herself) drag the viewer deeper and deeper in the film, from one place to another, between the brutal war and amongst the peaceful love. Some people may find it too much a biopic, but it ís mostly a romantic story, even though it consequently follows the life of Dylan Thomas and the triangular relationship which is steeped by joy and jealousy. <br /><br />London gets visualized from another angle for once, the bohemian life of Dylan during the bombings of the Germans is set in a floating atmosphere of small bedrooms, pubs and bars. The independent women, the soldier and the charismatic poet are constantly swept in both feelings of love and anger. <br /><br />Maybe the end is too twisted and hangs somewhat loosely to the rest of the film, but all in all this is a great romantic story.",positive
"Contain spoilers! These guys are total scam, they did the Lost scrolls of Judas, saying Judas was a huge friend of Jesus... And now this? This is clearly a tryout to destroy a religion, and should be illegal. They have no proof, it could be clearly a setup. How can we know and trust these people? What if they carved the tomb and ""said so""? And at the end they SEAL the tomb forever so no one can go there investigate? How stupid they think we are, really? Are we supposed to trust that they are trustworthy people? Who really found a tomb of Jesus? And how can you stab all the Christians like this? I think this documentary should NEVER be made by a non religious man. It can ONLY be made by a Christian and I mean the DIRECTION AND SCRIPT. It should be illegal for Jews to film a Christian related documentary, specially if the documentary makes accusations about Jesus not being a ""Son of God who resurrected"" (nothing against this, they could be Buddhists or atheists, anything but Catholic).<br /><br />To me this is a total hoax, a pure documentary-scam. They sealed the tomb so people ""wouldn't"" think about checking things out. This documentary is a total failure, how stupid they think the Christian people are? And what about the Lost pages of Judas... that was a total scam as well, they seriously said at the end, something like: ""We know a few people that could do a fake scrolls just like these, and no one would know it was a fake""... Oh my god, they just said it.. ""Dude we might have done these""... This kind of documentary should be illegal, it is a stabbing on all Christians and catholics they should be behind bars!!! I am not a fanatic, I am an ex-Jew, now atheistic, but I have valors and will always respect others people religion, The part when Israel orders the tomb to be sealed forever was PRECIOUS!! PRECIOUS!!",negative
"There wasn't a 0 in the voting option so i was compelled to use the next available figure.<br /><br />It is a sad day for bollywood when such type of movies which have star-cast actors is nothing more are than a bunch of juvenile acting, and an awful script.<br /><br />This movie is nowhere near to be called a clone of Hitch. Salman khan with his usual take-off-you-shirt theme and Govinda with his in-humorous laughs. If somebody had told 2 decades ago that I would be writing a comment on Salman (after his success with Maine Pyar Kiya), I would have written him/her off.",negative
"Though it's a Christmas movie, ""Christmas in Connecticut"" could have been done any time of year, as it's the story of a soldier who spends what is to be an idyllic time with a Martha Stewart type. That's what he thinks. In reality, the lady in question, portrayed by Barbara Stanwyck, has a popular magazine column about life on a farm with her husband and baby. She has no farm, no husband, and no baby, nor are the many recipes she publishes hers. They belong to the restaurant owner nearby. When her no-nonsense editor, Sydney Greenstreet, insists that she entertain soldier Dennis Morgan, she enlists the aid of her boyfriend to use his farm, and she transports herself and the restaurateur there. There's even a baby...well, actually, there's more than one. Chaos ensues, and the charade becomes increasingly difficult to play out, especially when Stanwyck falls in love with Morgan.<br /><br />This is such a wonderful movie, and even if you're gravely depressed, ""Christmas in Connecticut"" can lift you right out of it. Barbara Stanwyck is wonderful as the career woman turned homemaker. Despite not being as flashy as Crawford or Davis, she was nevertheless able to do what any role called for - she could be cheap, elegant, warm, nasty, cold, and/or sexy and she makes it look easy. On top of that, she is always attractive and alluring. Dennis Morgan is a handsome and charming solider; as an added bonus, he gets to use his Irish tenor. Fiancé Reginald Gardner is all business, and you can tell he's not quite right for Stanwyck. S.Z. Sakall as the fake uncle/real chef is hilarious, especially as he prays Stanwyck can flip a pancake before an audience.<br /><br />I can imagine the impact this delightful film had at the tail end of World War II. It must have been a real beacon for the better times to come.",positive
"I watched Asterix and Obelix in Operation Cleopatra, which was my first exposure to the live action version of the classic comic. Like the comic the whole movie is full of jokes based upon puns, anachronistic jokes and slapstick gags which rarely fall flat.<br /><br />Asterix and Obelix are Gauls who use a strength potion to fight the Roman legions in their native Gaul. Here they end up in Egypt helping a friend build Cesar's palace (yes its puny) in three months to prove the Egyptians are just as good as the Romans.<br /><br />The reason I picked this up was because Monica Belluci is Cleopatra. She's good but the role is little more than a cameo. However, even though she's rarely in the film I didn't care since its so clever and the jokes so funny I was in hysterics. I loved it. I loved it so much that I can't understand why the movies have never been released in the United States.<br /><br />The import DVD has the film in English dub- which is quite good especially when you consider that when you watch it in the longer French version the puns (and hence the jokes) are not always apparent since they are aural, so if you read the names wrong the jokes are lost. Most of the jokes between the full French version and the shorter English dub seem to be exactly the same, though some have been changed sometimes for the better and some times for the worse. Personally I'm gonna stick with the dub when I watch this again since its easier to pick up the jokes and enjoy the humor.<br /><br />You really will want to see this if you love puns and low brow, but clever humor This is a great comedy",positive
"First there are some plot holes in this movie. We see in the very beginning a kid dies from playing the game. But who was tied up in the mail truck delivering the package which contains the game? How did the driver place the package into the mailbox when he was lashed to the steering wheel? It is not like he was Mr. Fantastic. Wow that in just the first 15 minutes... The actors are second rate, take the ""Bad Guy"" played by Patrick Kilpatrick (who?) exactly he has appeared in one episode of everything on TV and some secondary roles in poor movies (like this one). So most of the acting is like TV dramas, I can live with that, but the graphics or special effects are horrible. The disembodied ""Game"" voice sounds like a poor clone of Hal from ""Space Oddessy 2000"". What they called Zombies looked more like shadows jumping around like monkeys from ""Planet of the Apes"". The Aliens had transparent bodies like the shadow zombies. In most cases, the movie was just predictable as it had no hook or hidden agenda going. The story was a good idea but like most good ideas discussed over lunch was never developed beyond that good idea stage.",negative
"Super-slick entertainment with a stellar cast, an outstanding script, and a firm grip on the approaching 1950's. At the time, RKO was turning out classic noirs by the dozens. But whatever the value of those shadowy downers, they reflected a war-time mood soon to give way the sunnier climes of the Eisenhower era. Few films of the late-40's are further from that noir cycle or more attuned to the coming consumer decade than this sassy little comedy.<br /><br />Jim Blandings (Cary Grant) works as an ad-man on Madison Ave. where in his little daughter's words-- he sells things to people that they don't need, at prices they can't afford. He's making good money, but like thousands of others, he's tired of living in a cramped urban ""cave"". So, with wife Myrnah Loy, they strike out after their dream house in the wilds of the Connecticutt countryside. Needless to say, in the arms of nature, they get more than they bargained for and in hilarious fashion.<br /><br />There's hardly a lifeless line in the entire script. I don't know if writers Panama and Frank got an Oscar, but they should have. Of course, the humor revolves around all the problems that pop-up when city people build a big house on rural land. The annoyances pile up almost as fast as the mortgage, with all the eccentric types running the construction show and giving Grant a hard time. Of course, no one carries off annoyance or frustration more humorously than Grant, so it's just one well-placed laugh after another, particularly when the locked closet appears to have an infernal mind of its own. Yet, oddly, the film appears to have no comedic high-point. Instead the laughs are spaced out so expertly that they don't peak at any particular point. That's a real movie triumph for any era.<br /><br />Reaching back 60 years later, we can see how deftly the script ideas look ahead rather than behind. With their live-in maid, the Blandings may not be a typical American family, but that post-war migration from cramped cities to spacious suburbia was typical. And what more suggestive job for the coming consumerism than Blandings as an ""ad-man"" tasked with finding catchier ways to sell more ""ham"". More than anything, however, there's the movie's sunny optimism. Oh sure, the feeling falters at times, yet the belief that a better future is on the horizon if the Blandings just stick to their dream carries them through. Indeed, life was going to improve for a lot of people during the coming surge, so I expect the film resonated deeply with audiences of the day. It's that easily over-looked subtext, along with the sheer entertainment value, that makes this movie a key comedy statement of the post-war period.<br /><br />So, if you haven't seen it, catch it next time around.",positive
"Stack should have received the Academy Award for this performance, period. Its a crime that he did not. Amazing how he humanizes a rich worthless character. <br /><br />Dorothy Malone did earn a well-deserved Academy Award for her performance. In fact, all of the acting in this film is excellent.<br /><br />The plot begins with a taxi ride, then an airplane ride, then keeps moving on an emotional ride that will hold your interest throughout. You will be entertained!<br /><br />However, this is only a blatant soap opera. One-dimensional, 100-percent soaper. You might call it the ultimate soaper, because the acting so thoroughly triumphs over the material. Excellently acted, well directed, but strictly within its soap genre. I wouldn't even call it a melodrama (such as ""Mildred Pierce"" or ""Imitation of Life""). While not denying the great entertainment value of this film, you can only imagine what this talented cast and director might have achieved with more substantial subject matter.",positive
"This movie is a complete and utter waste of time, one of the worst films I've ever seen. And coming from me, that is definitely saying something. In fact, I wish I could have given it negative stars instead of just rating it as a pathetic one-star awful.<br /><br />When I rented this movie, I had an open mind. I find the legend of the chupacabra interesting and I have a fondness for cheesy horror flicks. But I draw the line at this one.<br /><br />The acting sucked. The lead male gives one of the worst performances ever, looking and sounding unnatural as he delivers his poorly written lines. The lead female gives a slightly more palatable performance, but that really doesn't take much.<br /><br />The chupacabra... well, considering how low budget this movie must have been, the creature was tolerable. It does, however, look exactly like someone in a mask and body suit. The mask is fairly detailed and might look cool in person, but not so on screen.<br /><br />Speaking of on screen, you'd think they could have at least used a better camera. It looks like it was shot with a camcorder for crying out loud. Not a very good one, either.<br /><br />I don't know what whoever wrote this abomination was thinking. The dialog sucks and just... I can't describe what I feel about it. At least not without getting in trouble with the site.<br /><br />My advice? Avoid this at all costs. It's just not worth it. If it comes on TV and you have nothing else to do or watch, then *find* something else to do or watch. Read a book, listen to music, *anything.* Just don't subject yourself to this. If you do, you cannot say you weren't warned. And for Lord and Lady's sake, don't rent this sucker. It is not worth it, even if you get the chance to rent it for fifty cents. Trust me, I know.",negative
"This film is the freshman effort of Stephanie Beaton and her new production company. While it suffers from a few problems, as every low budget production does, it is a good start for Ms. Beaton and her company.<br /><br />The story is not terribly new having been done in films like The Burning and every Friday the 13th since part 2. But, the performances are heartfelt. So many big budget movies just have the actors going through the motions, its always nice to see actors really trying to hone their craft.<br /><br />The story deals with the murder(and possible return) of a disfigured classmate. The others are sworn to secrecy, but the trauma of the event sends each person in different directions in their lifes. Ten years later, the friends are murdered one by one by a gruesome stalker known as ""The Bagman"". Who will survive? You have to watch.<br /><br />If you are Roger Ebert or any number of arrogant critics, you probably shouldn't bother. But if your taste run more towards Joe Bob Briggs and you want to see a group of people honing their craft, then check out ""The Bagman"".",negative
"I watched this basically for the sole reason that it was supposed to have Third Reich references in it. It turned out a pretty brainless and predictable slasher film that appeared to be made to appeal to feminists or something.<br /><br />Let me tell you something, if you wait an entire movie to see the attractive female lead's breasts, the last thing you want is a ""tastefully"" done sex scene with annoying camera angles that don't show anything. Her busty friend didn't get hers out either, but we saw plenty of men's butts and pubic hair and guys with their shirts off. And at the end you have our heroine magically dodging the scalpel thrusts and swings of the villain (who turns out to be the hunk, funnily enough) and she easily out fights him (uh huh) while her male love interest is tied down and waiting to be rescued. The funniest part was when she picks up a chair and ""swings"" it at the guy and it breaks over him. Now it'd be about as much as she could manage to lift the chair let alone smash it against a person with enough force to break it! It looks ridiculous, she basically brushes it against him and it falls apart. If you are going to do this sort of ""role reversal"" rubbish (which has already been done to death) then you have to at least make it semi plausible.<br /><br />There was one good bit though. The bad guy did get the better of her slutty friend, teaching her a lesson for being such a tramp and sleeping around. That's not exactly something feminists would like.<br /><br />Pretty stupid really. Not that American slasher flicks are generally much better, but you have to wonder why they bothered. It brought nothing new to the genre at all.<br /><br />5/10",negative
"Oh man, what was Sam Mraovich thinking? What was anyone who was involved in this ""film"" thinking? Mraovich is the head of nearly everything of ""Ben and Arthur"": Director, writer, producer (also EXECUTIVE producer!), caster, lead star- you name it, he did it. And he (Mraovich) sucks more than anyone has ever sucked in every department of film making.<br /><br />So what is wrong with this film? Everything. The film is about two gay lovers, Ben (Jamie Brett Gabel) and Arthur (Mraovich- *groan*). Ben and Arthur want to get married in a world where everyone basically hates gay people. To make things worse, Ben's crazy ""ex-wife"" (they don't exactly divorce), Tammy (Julie Belknap) is steaming mad that Ben's left her for another man and demands Ben that they get back together (saying that she can be gay, too!) and Arthur's Christian devoted, excessively hypocritical, equally batty as Tammy brother, Victor, is hell bent on making Arthur turn straight and then try to kill him after he gets kicked out of his church.<br /><br />The film is absolutely chock a block with so many goofs (ie. Ben and Arthur fly to Vermont to get married- they go there on Alaska Airlines and Vermont has palm trees; they fly back on a FedEx cargo plane- hope they were comfy in a wooden crate, plus many, many more) and plot holes to boot (Victor calls killing Arthur ""The Final Plan"" which later changes to ""The Final Deed""; Arthur and the private (intern) detective drive the same car, blah, blah, blah). The ""actors"" are all very bad and are way, way over the top; the script is laughably horrible(one such example is ""I don't make sense? You don't make sense! I make sense, that's who makes sense!"") and there so much more wrong with the ""movie"" that I can't write them all down.<br /><br />However, the most laughable yet unbelievable thing about ""Ben and Arthur"" is that Sam Mraovich thinks that he has created something that is truly fantastic (see his fake reviews for ""Ben & Arthur"" and obvious comments by him on YouTube.). Mraovich is narcissistic and his arrogance blinds him from seeing how awful anything with his name on it really is.<br /><br />So, to conclude, forget every bad film that you claim is the worst movie ever- ""Ben and Arthur"" will knock them right off that title, even Paris Hilton movies look like ""The Dark Knight"" compared to the monstrosity known as ""Ben and Arthur"".",negative
I had been waiting to see this movie for so long and finally got to yesterday. In summary I'm glad I finally did. The humor is off the wall hilarious. The plot is so unbelievably believable that it has to have at least some truth for it . If anything stood out in this movie it is most definitely the coffee shop scene. I have been there every guy has . You get dumped. You find out that your ex has fooled around with some guy who you are sure is an asshole. Now every time you see anything for the next few days you just get horrible thoughts of this placed in all the wrong areas . She is screwing everyone and everyone knows it. I could probably watch that man lick and finger his wallet all day long and look back at myself and laugh for having been there too .,positive
"I just want to add my two cents worth, and forgive me if I am repeating something that has already been posted, but I feel it is worth reminding people of the everlovin' genius of Damon Runyon. Without the wonderfully street, hilarious writings of Damon Runyon this film would never have been made - nor most of the other great classics that deal with gamblers & the like from before 1960. Damon Runyon worked as a newspaper man, and he was from Colorado, but he sure did _get_ the street scene of the East Coast. If you are not a dedicated fan of old Hollywood comedies, I would recommend a few other flicks from Damon Runyon's writings; ""the Lemondrop Kid,"" and ""Little Miss Marker,"" both feature Bob Hope, who, aside from his politics, has always been a funny man. (As a West Coast liberal, I find his politics fairly funny, too!) Damon Runyon lives!!!!",positive
"This movie really has no beginning or end. And it's really VERY unbelievable. Mary-K and Ashley are supposed to be interns working in a mailing room for an Italian fashion company. But, for some reason, they're put up in a 5-star hotel (conveniently located across the street from the Coliseum), and all of the other interns they work with are just as abnormally model-looking as they are. One thing that I found obvious in this movie is the way that one of the twins DOESN'T end up with the guy. I guess they tried to twist their usual plot a bit. Nice try.",negative
"I went to see this movie twice within a week and can only sum it up in one word (which I normally don't use lightly): Wonderful! In my view, the best movie ever made. Who deserves Oscars and other awards if not this Swedish crew who have created cinematic perfection in the last scenes of the film, when everything that is said (and left unsaid) throughout the story is drawn together? Just as the character of Daniel Dareus evokes so many sentiments and long repressed feelings within the people around him, the movie does the same to its viewers: You walk out with your head abuzz and your heart feeling full. Great stuff! Next time you ask yourself ""what is the meaning of life"", perhaps think about how you feel after a sumptuous experience like As it is in Heaven: Happy, content, fulfilled. To say it with Virginia Woolf's Mrs Dalloway: ""Such moments are enough"".",positive
"Can you say ""Boring"" with a capital B! It's slower than watching grass grow! It's more boring than watching paint dry! You'll sleep right through it.....we all did.....don't do it...you'll regret it!",negative
"Sure, the plot isn't Oldboy. It seems the only ""great"" movies these days are amazingly shocking or high-budget/hyped in some way.<br /><br />Spin Kick is a drama/comedy about a group of people who decide to pour their hearts into tae kwon do. Regardless of what you expect from this film, you're guaranteed to feel moved by the work, pain, and expectations that the characters force themselves to experience. Though comedic at times, many moments and characters are rendered beautifully: there's the old guard character who takes things too seriously, the hoodlum turned good-guy who just wants a second chance at life, the meek team-substitute who would die happy if he just won once in his life, and many other well-rounded characters with their own problems-- but most importantly, their own their hopes and dreams. While the plot and the goals of the movie are simple, these aspects of the movie merely highlight the development of the characters as they overcome their personal and inter-personal struggles. <br /><br />In short, this film will leave you feeling fresh, determined, and satisfied.",positive
"before seeing this film, the 1998 version was my only experience of this dickens story. i didn't enjoy that film very much, but this 1974 adaptation moves on in a particulary tiresome fashion.<br /><br />the actors don't shine, the main couple michael york and sarah miles are especially wooden cases. the only character of real interest for me was anthony quayle's intelligent jaggers.<br /><br />the so called plot is ridiculous, but the story itself is a great one. it's a real lesson on how your distorted values and obsessive principles can destroy you. live with an open mind and don't care what other people say, you are what you are, if others can't take it, **** 'em. pip was told this early on, but he didn't listen.<br /><br />the girl adopted by the weird old lady reminded me a little of the old kaspar hauser story, not in that same horrible level, but in the way she molded the child to create the executor of her personal vendetta against the entire opposite sex she thought had deceived her. pip's childhood didn't appear much better. the ending didn't seem to fit the rest of the story's style. the sets looked cheap, and coming to imdb i'm not surprised to see that this was indeed a tv-movie (which i had no idea of when i borrowed it from the library).<br /><br />live and learn. so many good movies, so little time. that's why the reviews are here. so YOU wouldn't have to waste your time on this sort of movies.<br /><br />3/10",negative
"Vincente Minnelli directed some of the most celebrated entertainments in cinema history... He was among the first Hollywood directors to show that a profound love of color, motion and music might produce intelligent entertainment... <br /><br />'American in Paris' is the story of an ex-GI who remains in France after the war to study and paint... He falls in love with a charming gamine Lise Bourvier... Their romantic love affair sparkles as brightly as the City of Lights itself... The whole movie brings a touch of French elegance where technique, artistic style and music all come together in perfect synchronism...<br /><br />The first musical sequence introduces the exciting personality of Leslie Caron in her screen debut... She is like a diamond, a touch of class... George Guetary describes his fiancée ambiguous grace in a montage of different dance styles, sweet and shy, vivacious and modern, graceful and awesome... The number leads to an unpretentious bistro, where Kelly and his very good friends in Paris share a gentle parody of Viennese waltzes... Later Kelly celebrates a popular tap dancing with a crowd of enthusiastic children singing with him 'I Got Rhythm,' and at the massive jazz nightclub Kelly spots the girl of his dreams... He is instantly hit by her sparkling sapphire blue eyes, and only one clear thing is in his mind, to pull Lize onto the dance floor and sing to her: ""It's very clear, Our love is here to stay.""<br /><br />To the joyful 'Tra-La-La,' Kelly provides humor, wit and talent all around Oscar Levant's room ,and even on the top of his brown piano... <br /><br />When he meets his pretty Cinderella along the Seine river, Kelly is swept away by his happy meeting with Caron... He expresses all his emotions with 'Our Love Is Here to Stay.' The piece had a definite nighttime feel as the two lovers were bathed in soft, blue smoky light... They start an enchanting dance-duet juxtaposing differing elements... Caron dances with her head on his shoulder, then tries to run away in a fluid way... They move backward, away from each other, then pause to rush toward each other, for a little kiss, and a warm hug...<br /><br />The film's weakest numbers were those that bear little relation to the story... In one, Georges Guetary performs an entertaining stage show with showgirls in giant ornaments floating down to the stage... In another, Oscar Levant imagines himself conducting a concert, and playing not only a piano recital, but the other instruments as well... He even applauds to himself as members of the audience...<br /><br />The extravagant climactic super ballet of the film is quite an adventure, a breakthrough in taste, direction and design... It is a blaze of love, fury and vividness... It is Kelly's major fantasy of his lost love and of his feeling about Paris as viewed through the huge backdrops of some of France's most Impressionist painters...<br /><br />The number starts at the Beaux Arts Ball after Kelly finds himself separated from Lise, and begins a sketch with a black crayon... It gathers the important parts of the film's story through a constantly changing locations, all in the style of the painters who have influenced Jerry... The tour, richly attractive and superbly atmospheric, includes the Place De la Concorde Fountain, the Madeleine flower market, the Place De l'Opéra, to his Rendez-Vous at Montmartre, with the cancan dancers in a representation of Lautrec's Moulin Rouge...<br /><br />Kelly seems to defy the boundaries of his physical self... Caron seems to dominate her space and sweeps you away to another time and place...<br /><br />Nina Foch appeared very attractive and elegant in her one-shouldered white gown... In one of the film's most famous lines, Kelly asks her: 'That's quite a dress you almost have on. What holds it up?"" Nina, cleverly replies, ""modesty!""<br /><br />'An American in Paris' garnered six Oscars, including an honorary award to Gene Kelly... The film gave us a wealth of memories to take home...",positive
"...Ok I have read about this film somewhere in the internet, and many criticized on how bad and sucks this film was. And I couldn't have been more agree about it. Then after that I saw this film on DVD, I was thinking twice about this and then came commercial of this film on TV. Luckily I spared my money for this pieces of crap. I was sacrificed my sleeps for this film and soon it turned out that this film couldn't make me satisfy. So I can't be judging on how the film was made, but anyway... it still sucks. As for those who liked this film, I would apologize for flaming this film and telling on how sucks this film is. I don't know what do YOU think about this film?",negative
"I give this five out of 10. All five marks are for Hendrix who delivers a very decent set of his latter day material. Unfortunately the quality of the camera work and editing is verging on the appalling! We have countless full-face shots of Hendrix where he could almost be doing anything, taking a pee perhaps? We don't see his hands on the guitar thats the point! Also we're given plenty shots of Hendrix from behind? There appears to be three cameras on Hendrix, but amateur fools operate all of them. The guy in front of Hendrix seems to be keen to wander his focus lazily about the stage as if Hendrix on the guitar is a mere distraction. While the guy behind is keener on zeroing in on a few chicks in the stalls than actually documenting the incredible guitar work thats bleeding out the amps (the sound recording is good thanks to Wally Heider) Interspersed on the tracks are clips of student losers protesting against Vietnam etc on tracks like Machine Gun, complete waste of film! If Hendrix had lived even another two years Berkeley is one of those things that would never have seen the light of day as far as a complete official release goes. The one gem it does contain is the incredible Johnny B Good but all in a pretty poor visual document of the great man and inferior to both Woodstock and Isle of Wight",negative
"In 1454, in France, the sorcerer Alaric de Marnac (Paul Naschy) is decapitated and his mistress Mabille De Lancré (Helga Liné) is tortured to death accused of witchcraft, vampirism and lycanthropy. Before they die, they curse the next generations of their executioners. In the present days (in the 70's), Hugo de Marnac (Paul Naschy) and Sylvia (Betsabé Ruiz) and their friends Maurice Roland (Vic Winner) and his beloved Paula (Cristina Suriani) go to a séance session, where they evoke the spirit of Alaric de Marnac. They decide to travel to the Villas de Sade, a real estate of Hugo's family in the countryside, to seek a monastery with a hidden treasure. They find Alaric's head and the fiend possesses them, bringing Mabille back to life and executing the locals in gore sacrifices. After the death of her father, Elvira (Emma Cohen) recalls that he has the Thor's Hammer amulet hidden in a well; together with Maurice, they try to defeat the demoniac Alaric de Marnac and Mabille.<br /><br />Last weekend I bought a box of horror genre with five DVDs of Paul Naschy per US$ 9.98; despite of having no references, I decided to take the chance. The first DVD with the uncut and restored version ""Horror Rises from the Tomb"" is a trash B (or C) movie that immediately made me recall Ed Wood. The ridiculous story is disclosed through awful screenplay, direction, performances, cinematography, decoration, special effects and edition and with lots of naked women. The result is simply hilarious and I can guarantee that Ed Wood's style is back. My vote is three.<br /><br />Title (Brazil): Not Available",negative
"Recap: According to legend, the Valkyrie Brunhilda defied Odin and was chained to a rock surrounded by an eternal fire. Only a warrior pure in heart can pass through the flames, free Brunhilda and release her from Odin's claim, and have her for himself. Now, war is brewing in the Norse lands, and the King needs an alliance with the Berserkers. The Berserkers are warriors claimed by Odin's valkyries, lusting for war, blood and flesh, and therefore outcasts, but superior in battle. The leader of the Berserkers is a scorned son of the King, Boar, and his price for the alliance is his brother, the future king, Barek. But after the King is victorious in battle, he refuses to give up his only remaining son, breaking his oath to Boar and betray him and kill him. Boar is saved only by Barek's call upon Odin. But this is only the start of the battle between the brothers, and their final battle is about to start now, a millennia later...<br /><br />Comments: I had hopes that this would be a movie based upon some Viking ground, far too little quality movie about Viking has been done. It started out very good too, with detailed longships and armors, nice and fitting sceneries and an OK battle.<br /><br />The foundation in the Aesir myths is thin and seems very corrupted to me. Odin is much more vengeful, spiteful and absent than I remind him from school, and the valkyries has been turned into some vampire-demons. I'm no expert, but that seems outright wrong.<br /><br />But the fatal mistake made by this movie is to move the time-setting from the original time-period to today. If the two brothers had fought it out in the correct time, with some decent battles, this movie would have been much better. Now the setting, suddenly is changed to present day Stockholm. Still, Odin is present and is sending Boar and his berserkers for Brunhilda and Barek which gives silly scenes when armor-clad and painted berserkers swordfights with Barek among the industries. Beautiful mountains and woods have been exchanged for cement. And when allowed to focus upon single fights, instead of massive battles as in the beginning, I quickly saw that the fights and skills of the actors are slow and clumsy.<br /><br />The end result is thin story, sometimes hard to follow and other times just silly, and the only that could save it, the action, is drawn from slow, dull and clumsy swordfights. It draws very little from Aesir myth or Viking tradition. Thus both story and action fails, and the movie is just plain bad.<br /><br />Finally, as a Swede, this movie is a little confusing. Supposedly filmed entirely in South Africa, it still contains some familiar Swedish signs, plates and what seems to be an authentic police car. However, the effort is poor and only goes so far, as to really set it in Sweden. No names are Swedish (perhaps with Anya as the exception), no familiar sceneries are Swedish, they (supposedly) speak a little (ancient?) Norwegian, not Swedish. And uniforms, both police and medical, are clearly not Swedish. If they were not going to even try to do it correctly - and really give the illusion that it is set in Sweden, why bother at all? <br /><br />4/10",negative
